id,class,part_no,details,battery_id,visible_parts
3076,insulation cap,31,,3,busbar+wire harness+wire harness+busbar+busbar+wire harness+wire harness+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+BMS+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3077,insulation cap,32,,3,busbar+busbar+wire harness+wire harness+busbar+wire harness+wire harness+wire harness+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+BMS+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3078,insulation cap,33,,3,busbar+wire harness+wire harness+busbar+busbar+wire harness+wire harness+wire harness+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+BMS+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3079,insulation cap,34,,3,busbar+wire harness+wire harness+busbar+wire harness+wire harness+wire harness+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+BMS+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3080,insulation cap,35,,3,busbar+wire harness+wire harness+busbar+wire harness+wire harness+wire harness+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+BMS+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3081,insulation cap,36,,3,busbar+wire harness+wire harness+busbar+wire harness+wire harness+wire harness+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+BMS+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3082,insulation cap,37,,3,busbar+busbar+wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+insulation cap+insulation cap+insulation cap+BMS+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3083,insulation cap,38,,3,busbar+wire harness+wire harness+busbar+wire harness+wire harness+wire harness+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+BMS+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3084,insulation cap,39,,3,busbar+wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+insulation cap+BMS+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3085,insulation cap,40,,3,busbar+wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+insulation cap+insulation cap+BMS+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3102,module,1,,3,module+module+module+module+module+module+module+module+module+module+module+module+disconnect unit+module+module+main connector+module+main connector+module+module+service disconnect+module+module+module+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness
3103,module,2,,3,module+module+module+module+module+module+module+module+module+module+disconnect unit+module+module+main connector+module+main connector+module+module+service disconnect+module+module+module+module+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness
3104,module,3,,3,module+module+module+module+module+module+module+module+module+disconnect unit+module+module+main connector+module+main connector+module+module+service disconnect+module+module+module+module+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness
3105,module,4,,3,module+module+module+module+module+module+module+disconnect unit+module+module+main connector+module+main connector+module+module+service disconnect+module+module+module+module+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module
3106,module,5,,3,module+module+module+module+module+module+module+disconnect unit+module+module+main connector+module+main connector+module+module+service disconnect+module+module+module+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module
3107,module,6,,3,module+module+module+module+module+module+disconnect unit+module+module+main connector+module+main connector+module+module+service disconnect+module+module+module+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module
3108,module,7,,3,module+module+module+module+module+disconnect unit+module+module+main connector+module+main connector+module+module+service disconnect+module+module+module+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module
3109,module,8,,3,module+module+module+module+disconnect unit+module+module+main connector+module+main connector+module+module+service disconnect+module+module+module+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module
3110,module,9,,3,module+module+module+disconnect unit+module+module+main connector+module+main connector+module+module+service disconnect+module+module+module+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module
3111,module,10,,3,module+module+disconnect unit+module+module+main connector+module+main connector+module+module+service disconnect+module+module+module+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module
3112,module,11,,3,module+disconnect unit+module+module+main connector+module+main connector+module+module+service disconnect+module+module+module+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module
3113,module,12,,3,disconnect unit+module+module+main connector+module+main connector+module+module+service disconnect+module+module+module+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module
3114,module,13,,3,disconnect unit+module+main connector+module+main connector+module+module+service disconnect+module+module+module+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module+housing bottom
3115,module,14,,3,disconnect unit+main connector+module+main connector+module+module+service disconnect+module+module+module+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module+housing bottom
3116,module,15,,3,disconnect unit+main connector+main connector+module+module+service disconnect+module+module+module+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module+housing bottom
3117,module,16,,3,disconnect unit+main connector+main connector+module+service disconnect+module+module+module+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module+housing bottom
3118,module,17,,3,disconnect unit+main connector+main connector+service disconnect+module+module+module+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module+housing bottom
3119,module,18,,3,disconnect unit+main connector+main connector+service disconnect+module+module+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module+housing bottom
3120,module,19,,3,disconnect unit+main connector+main connector+service disconnect+module+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module+housing bottom
3121,module,20,,3,disconnect unit+main connector+main connector+service disconnect+module+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module+housing bottom
3122,module,21,,3,disconnect unit+main connector+main connector+service disconnect+module+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module+housing bottom
3123,module,22,,3,disconnect unit+main connector+main connector+service disconnect+module+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module+housing bottom
3124,module,23,,3,disconnect unit+main connector+main connector+service disconnect+module+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module+housing bottom
3125,module,24,,3,disconnect unit+main connector+main connector+service disconnect+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+module+housing bottom
3126,BMS module,1,,3,BMS module+BMS module+BMS module+disconnect unit+main connector+BMS module+main connector+service disconnect+BMS module+BMS module+BMS+wire harness+housing bottom
3127,BMS module,2,,3,BMS module+disconnect unit+main connector+BMS module+main connector+service disconnect+BMS module+BMS module+BMS module+BMS+wire harness+housing bottom
3128,BMS module,3,,3,disconnect unit+main connector+BMS module+main connector+service disconnect+BMS module+BMS module+BMS module+BMS+wire harness+housing bottom
3129,BMS module,4,,3,disconnect unit+main connector+main connector+service disconnect+BMS module+BMS module+BMS module+BMS+wire harness+housing bottom
3130,BMS module,5,,3,disconnect unit+main connector+main connector+service disconnect+BMS module+BMS module+BMS+wire harness+housing bottom
3131,BMS module,6,,3,disconnect unit+main connector+main connector+service disconnect+BMS module+BMS+wire harness+housing bottom
4000,housing cover,,,4,housing cover
4001,insulation rubber,,,4,insulation rubber+coolant tubing+module+module+module+module+wire harness+HV cable+HV cable+HV cable+HV cable+HV cable+HV cable+HV cable
4002,housing bottom,,,4,main connector+disconnect unit+housing bottom
4003,coolant tubing,,,4,coolant tubing+module+module+module+module+wire harness+HV cable+HV cable+HV cable+HV cable+HV cable+HV cable+HV cable
4004,wire harness,,,4,disconnect unit+main connector+wire harness
4005,HV cable,1,,4,HV cable+HV cable+HV cable+HV cable+HV cable+HV cable+wire harness+disconnect unit+module+module+module+module
4006,HV cable,2,,4,HV cable+HV cable+HV cable+HV cable+HV cable+wire harness+disconnect unit+module+module+module+module
4007,HV cable,3,,4,HV cable+HV cable+HV cable+HV cable+HV cable+HV cable+module+module+module+module+wire harness+HV cable
4008,HV cable,4,,4,HV cable+HV cable+HV cable+HV cable+HV cable+module+module+module+module+wire harness+HV cable
4009,HV cable,5,,4,HV cable+HV cable+HV cable+HV cable+module+module+module+module+wire harness+HV cable
4010,HV cable,6,,4,HV cable+HV cable+HV cable+HV cable+wire harness+disconnect unit+module+module+module+module
4011,HV cable,7,,4,HV cable+HV cable+HV cable+wire harness+disconnect unit+module+module+module+module
4012,HV cable,8,,4,HV cable+HV cable+wire harness+disconnect unit+module+module+module+module
4013,HV cable,9,,4,HV cable+wire harness+disconnect unit+module+module+module+module
4014,main connector,,,4,main connector+disconnect unit+housing bottom
4015,disconnect unit,,,4,main connector+disconnect unit+housing bottom
4016,module,1,,4,module+module+module+module+disconnect unit+HV cable+HV cable+HV cable+wire harness+HV cable
4017,module,2,,4,disconnect unit+module+module+module+HV cable+HV cable+HV cable+wire harness+HV cable+cooling plate
4018,module,3,,4,disconnect unit+module+module+module+module+main connector+wire harness
4019,module,4,,4,disconnect unit+module+module+main connector+module+wire harness+cooling plate
4020,module,5,,4,disconnect unit+main connector+module+module+wire harness+cooling plate+cooling plate
4021,module,6,,4,disconnect unit+main connector+module+wire harness+cooling plate+cooling plate
4022,cooling plate,1,,4,disconnect unit+module+module+cooling plate+cooling plate+HV cable+HV cable+HV cable+wire harness+HV cable
4023,cooling plate,2,,4,disconnect unit+module+module+cooling plate+HV cable+HV cable+HV cable+wire harness+HV cable+module
4024,cooling plate,3,,4,disconnect unit+main connector+wire harness+cooling plate+cooling plate
4025,cooling plate,4,,4,disconnect unit+main connector+wire harness+cooling plate
4026,module frame,1,,4,wire harness+module frame+disconnect unit+module+module+HV cable+HV cable+HV cable+HV cable+module+module
4027,module frame,2,,4,module frame+wire harness+disconnect unit+module+module+HV cable+HV cable+HV cable+HV cable+module+module
5000,insulation rubber,,,5,insulation rubber+housing cover+service disconnect
5001,housing cover,,,5,housing cover+service disconnect
5002,housing bottom,,,5,disconnect unit+housing bottom
5003,service disconnect,,,5,service disconnect+module+module+module+coolant tubing+busbar+LV cable+LV cable+LV cable+coolant tubing+module clamp+LV cable+LV cable+module clamp+module clamp+coolant tubing+module clamp+module clamp+coolant tubing+coolant tubing+module clamp+busbar+busbar+module clamp+LV cable+LV cable+LV cable+coolant tubing+module clamp+LV cable+disconnect unit
5004,disconnect unit,,,5,disconnect unit+housing bottom
5005,busbar,1,,5,service disconnect+busbar+busbar+busbar+busbar+busbar+module+module+module+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+LV cable+coolant tubing+coolant tubing+coolant tubing+coolant tubing+coolant tubing+coolant tubing+module clamp+module clamp+module clamp+module clamp+module clamp+module clamp+module clamp+module clamp+disconnect unit
5006,busbar,2,,5,coolant tubing+busbar+busbar+LV cable+LV cable+LV cable+coolant tubing+module clamp+LV cable+LV cable+module clamp+module clamp+coolant tubing+module clamp+module clamp+coolant tubing+coolant tubing+module clamp+busbar+busbar+module clamp+LV cable+LV cable+LV cable+coolant tubing+module clamp+LV cable+service disconnect+module+module+module+disconnect unit
5007,busbar,3,,5,coolant tubing+busbar+LV cable+LV cable+LV cable+coolant tubing+module clamp+LV cable+LV cable+module clamp+module clamp+coolant tubing+module clamp+module clamp+coolant tubing+coolant tubing+module clamp+busbar+busbar+module clamp+LV cable+LV cable+LV cable+coolant tubing+module clamp+LV cable+service disconnect+module+module+module+disconnect unit
5008,busbar,4,,5,coolant tubing+busbar+LV cable+LV cable+LV cable+coolant tubing+module clamp+LV cable+LV cable+module clamp+module clamp+coolant tubing+module clamp+module clamp+coolant tubing+coolant tubing+module clamp+busbar+busbar+module clamp+LV cable+LV cable+LV cable+coolant tubing+module clamp+LV cable+service disconnect+module+module+module+disconnect unit
5009,busbar,5,,5,coolant tubing+busbar+LV cable+LV cable+LV cable+coolant tubing+module clamp+LV cable+LV cable+module clamp+module clamp+coolant tubing+module clamp+module clamp+coolant tubing+coolant tubing+module clamp+module clamp+LV cable+LV cable+LV cable+coolant tubing+module clamp+LV cable+module+module+module+disconnect unit
5010,module,1,,5,module+module+module+disconnect unit
5011,module,2,,5,module+module+disconnect unit
5012,module,3,,5,module+disconnect unit+housing bottom
5013,LV cable,1,,5,coolant tubing+LV cable+LV cable+LV cable+coolant tubing+module clamp+LV cable+LV cable+module clamp+module clamp+coolant tubing+module clamp+module clamp+coolant tubing+coolant tubing+module clamp+module clamp+LV cable+LV cable+LV cable+coolant tubing+module clamp+LV cable+module+module+module+disconnect unit
5014,LV cable,2,,5,coolant tubing+LV cable+LV cable+coolant tubing+module clamp+LV cable+LV cable+module clamp+module clamp+coolant tubing+module clamp+module clamp+coolant tubing+coolant tubing+module clamp+module clamp+LV cable+LV cable+LV cable+coolant tubing+module clamp+LV cable+module+module+module+disconnect unit
5015,LV cable,3,,5,coolant tubing+LV cable+coolant tubing+module clamp+LV cable+LV cable+module clamp+module clamp+coolant tubing+module clamp+module clamp+coolant tubing+coolant tubing+module clamp+module clamp+LV cable+LV cable+LV cable+coolant tubing+module clamp+LV cable+module+module+module+disconnect unit
5016,LV cable,4,,5,coolant tubing+coolant tubing+module clamp+LV cable+LV cable+module clamp+module clamp+coolant tubing+module clamp+module clamp+coolant tubing+coolant tubing+module clamp+module clamp+LV cable+LV cable+LV cable+coolant tubing+module clamp+LV cable+module+module+module+disconnect unit
5017,LV cable,5,,5,coolant tubing+coolant tubing+module clamp+LV cable+module clamp+module clamp+coolant tubing+module clamp+module clamp+coolant tubing+coolant tubing+module clamp+module clamp+LV cable+LV cable+LV cable+coolant tubing+module clamp+LV cable+module+module+module+disconnect unit
5018,LV cable,6,,5,coolant tubing+coolant tubing+module clamp+module clamp+module clamp+coolant tubing+module clamp+module clamp+coolant tubing+coolant tubing+module clamp+module clamp+LV cable+LV cable+LV cable+coolant tubing+module clamp+LV cable+module+module+module+disconnect unit
5019,LV cable,7,,5,coolant tubing+coolant tubing+module clamp+module clamp+module clamp+coolant tubing+module clamp+module clamp+coolant tubing+coolant tubing+module clamp+module clamp+LV cable+LV cable+coolant tubing+module clamp+LV cable+module+module+module+disconnect unit
5020,LV cable,8,,5,coolant tubing+coolant tubing+module clamp+module clamp+module clamp+coolant tubing+module clamp+module clamp+coolant tubing+coolant tubing+module clamp+module clamp+LV cable+coolant tubing+module clamp+LV cable+module+module+module+disconnect unit
5021,LV cable,9,,5,coolant tubing+coolant tubing+module clamp+module clamp+module clamp+coolant tubing+module clamp+module clamp+coolant tubing+coolant tubing+module clamp+module clamp+coolant tubing+module clamp+LV cable+module+module+module+disconnect unit
5022,coolant tubing,1,,5,coolant tubing+coolant tubing+module clamp+module clamp+module clamp+coolant tubing+module clamp+module clamp+coolant tubing+coolant tubing+module clamp+module clamp+coolant tubing+module clamp+module+module+module+disconnect unit
5023,coolant tubing,2,,5,coolant tubing+module clamp+module clamp+module clamp+coolant tubing+module clamp+module clamp+coolant tubing+coolant tubing+module clamp+module clamp+coolant tubing+module clamp+module+module+module+disconnect unit
5024,coolant tubing,3,,5,module clamp+module clamp+module clamp+coolant tubing+module clamp+module clamp+coolant tubing+coolant tubing+module clamp+module clamp+coolant tubing+module clamp+module+module+module+disconnect unit
5025,coolant tubing,4,,5,module clamp+module clamp+module clamp+module clamp+module clamp+coolant tubing+coolant tubing+module clamp+module clamp+coolant tubing+module clamp+module+module+module+disconnect unit
5026,coolant tubing,5,,5,module clamp+module clamp+module clamp+module clamp+module clamp+coolant tubing+module clamp+module clamp+coolant tubing+module clamp+module+module+module+disconnect unit
5027,coolant tubing,6,,5,module clamp+module clamp+module clamp+module clamp+module clamp+module clamp+module clamp+coolant tubing+module clamp+module+module+module+disconnect unit
5028,module clamp,1,,5,module clamp+module clamp+module clamp+module clamp+module clamp+module clamp+module clamp+module clamp+module+module+module+disconnect unit
5029,module clamp,2,,5,module clamp+module clamp+module clamp+module clamp+module clamp+module clamp+module clamp+module+module+module+disconnect unit
5030,module clamp,3,,5,module clamp+module clamp+module clamp+module clamp+module clamp+module clamp+module+module+module+disconnect unit
5031,module clamp,4,,5,module clamp+module clamp+module clamp+module clamp+module clamp+module+module+module+disconnect unit
5032,module clamp,5,,5,module clamp+module clamp+module clamp+module clamp+module+module+module+disconnect unit
5033,module clamp,6,,5,module clamp+module clamp+module clamp+module+module+module+disconnect unit
5034,module clamp,7,,5,module clamp+module clamp+module+module+module+disconnect unit
5035,module clamp,8,,5,module clamp+module+module+module+disconnect unit
6000,housing cover,,,6,housing cover
6001,housing bottom,,,6,LV cable+LV cable+main connector+main connector+main connector+coolant tubing+coolant tubing+housing bottom+disconnect unit
6002,busbar,1,across modules& disconnect unit-main connector 1,6,busbar+busbar+busbar+busbar+busbar+busbar+wire harness+insulation cap+insulation cap+coolant tubing+module+module+module+disconnect unit+fuse+coolant tubing+LV cable+LV cable
6003,busbar,2,across modules& disconnect unit-main connector 1,6,busbar+busbar+busbar+busbar+busbar+wire harness+insulation cap+insulation cap+coolant tubing+module+module+module+disconnect unit+fuse+coolant tubing+LV cable+LV cable
6004,busbar,3,across modules& disconnect unit-main connector 2,6,busbar+busbar+busbar+busbar+wire harness+insulation cap+insulation cap+coolant tubing+module+module+module+disconnect unit+fuse+coolant tubing+LV cable+LV cable+main connector
6005,busbar,4,across modules& disconnect unit-main connector 2,6,busbar+busbar+busbar+wire harness+insulation cap+insulation cap+coolant tubing+module+module+module+disconnect unit+fuse+coolant tubing+LV cable+LV cable+main connector
6006,busbar,5,module 1-disconnect unit& can only be removed after removing the fuse (fixation 6010 and 6050 are the same screwing),6,busbar+wire harness+coolant tubing+module+module+module+disconnect unit+coolant tubing+LV cable+LV cable+main connector+main connector
6007,busbar,6,module 3-disconnect unit,6,busbar+busbar+busbar+busbar+busbar+busbar+busbar bracket+busbar bracket+busbar bracket+busbar bracket+wire harness+insulation cap+insulation cap+coolant tubing+module+module+module+disconnect unit+fuse
6008,busbar,7,module 2-3& covered by busbar 6,6,busbar+busbar+busbar+busbar+busbar+busbar+busbar bracket+busbar bracket+busbar bracket+busbar bracket+wire harness+insulation cap+insulation cap+coolant tubing+module+module+module+disconnect unit+fuse+busbar+insulation cap+coolant tubing
6009,busbar,8,module 1-2& covered by busbar 6,6,busbar+busbar+wire harness+insulation cap+coolant tubing+module+module+module+disconnect unit+fuse+coolant tubing+LV cable+LV cable+main connector+main connector
6010,busbar,9,main connector 3 - diconnect unit& covered by busbar 5,6,coolant tubing+busbar+wire harness+disconnect unit+LV cable+LV cable+main connector+main connector+housing bottom
6011,busbar,10,main connector 3 - diconnect unit& covered by busbar 5+9,6,coolant tubing+busbar+wire harness+disconnect unit+LV cable+LV cable+main connector+main connector+housing bottom
6012,busbar bracket,1,fixing busbars 1-4& small,6,busbar+busbar+busbar+busbar+busbar+busbar+busbar bracket+busbar bracket+busbar bracket+busbar bracket+wire harness+insulation cap+insulation cap+coolant tubing+module+module+module+disconnect unit+fuse+insulation cap+coolant tubing
6013,busbar bracket,2,fixing busbars 1-4& big,6,busbar+busbar+busbar+busbar+busbar+busbar+busbar bracket+busbar bracket+busbar bracket+wire harness+insulation cap+insulation cap+coolant tubing+module+module+module+disconnect unit+fuse+insulation cap+coolant tubing
6014,busbar bracket,3,fixing busbars 1-4& small,6,busbar+busbar+busbar+busbar+busbar+busbar+busbar bracket+busbar bracket+wire harness+insulation cap+insulation cap+coolant tubing+module+module+module+disconnect unit+fuse+insulation cap+coolant tubing
6015,busbar bracket,4,fixing busbars 1-4& big,6,busbar+busbar+busbar+busbar+busbar+busbar+busbar bracket+wire harness+insulation cap+insulation cap+coolant tubing+module+module+module+disconnect unit+fuse+insulation cap+coolant tubing
6016,busbar bracket,5,fixing busbar 6,6,busbar+busbar+busbar+busbar+busbar+busbar+busbar bracket+busbar bracket+busbar bracket+busbar bracket+busbar bracket+wire harness+insulation cap+insulation cap+insulation cap+coolant tubing+module+module+module+disconnect unit+fuse
6017,BMS,,,6,busbar+busbar+busbar+busbar+busbar+busbar+busbar bracket+busbar bracket+busbar bracket+busbar bracket+busbar bracket+BMS+wire harness+insulation cap+insulation cap+insulation cap+coolant tubing+module+module+module
6018,disconnect unit cover,,,6,busbar+busbar+busbar+busbar+busbar+busbar+busbar bracket+busbar bracket+busbar bracket+busbar bracket+busbar bracket+wire harness+insulation cap+insulation cap+insulation cap+coolant tubing+module+module+module+disconnect unit cover
6019,disconnect unit,,,6,LV cable+LV cable+main connector+main connector+main connector+coolant tubing+coolant tubing+housing bottom+disconnect unit
6020,wire harness,,,6,coolant tubing+coolant tubing+wire harness+disconnect unit+LV cable+LV cable+main connector+main connector+main connector+housing bottom
6021,fuse,,part of disconnect unit& needs to be removed to remove busbar 5's connection to the disconnect unit (same as screwing id 6010),6,busbar+wire harness+insulation cap+coolant tubing+module+module+module+disconnect unit+fuse+coolant tubing+LV cable+LV cable+main connector+main connector
6022,insulation cap,1,busbar 7,6,busbar+busbar+busbar+busbar+busbar+busbar+busbar bracket+busbar bracket+busbar bracket+busbar bracket+wire harness+insulation cap+insulation cap+coolant tubing+module+module+module+disconnect unit+fuse+busbar+insulation cap+insulation cap+insulation cap+coolant tubing
6023,insulation cap,2,busbar 7,6,busbar+busbar+busbar+busbar+busbar+busbar+busbar bracket+busbar bracket+busbar bracket+busbar bracket+wire harness+insulation cap+insulation cap+coolant tubing+module+module+module+disconnect unit+fuse+busbar+insulation cap+insulation cap+coolant tubing
6024,insulation cap,3,busbar 8,6,busbar+busbar+wire harness+insulation cap+insulation cap+coolant tubing+module+module+module+disconnect unit+fuse+coolant tubing+LV cable+LV cable+main connector+main connector+insulation cap
6025,insulation cap,4,busbar 8,6,busbar+busbar+wire harness+insulation cap+insulation cap+coolant tubing+module+module+module+disconnect unit+fuse+coolant tubing+LV cable+LV cable+main connector+main connector
6026,insulation cap,5,busbar 5,6,busbar+wire harness+insulation cap+coolant tubing+module+module+module+disconnect unit+coolant tubing+LV cable+LV cable+main connector+main connector
6027,insulation cap,6,busbar 6,6,busbar+busbar+busbar+busbar+busbar+busbar+busbar bracket+busbar bracket+busbar bracket+busbar bracket+wire harness+insulation cap+insulation cap+insulation cap+coolant tubing+module+module+module+disconnect unit+fuse
6028,insulation cap,7,main connector 1+2,6,busbar+busbar+busbar+busbar+busbar+busbar+wire harness+insulation cap+insulation cap+coolant tubing+module+module+module+disconnect unit+fuse+insulation cap+coolant tubing+LV cable+LV cable
6029,insulation cap,8,main connector 3& only accessible after module 1 is removed,6,coolant tubing+busbar+wire harness+disconnect unit+LV cable+LV cable+main connector+main connector+insulation cap+housing bottom
6030,main connector,1,to charging port,6,LV cable+LV cable+main connector+main connector+main connector+coolant tubing+coolant tubing+housing bottom+disconnect unit
6031,main connector,2,to power electronics,6,LV cable+LV cable+main connector+main connector+main connector+coolant tubing+coolant tubing+housing bottom+disconnect unit
6032,main connector,3,to drive unit,6,LV cable+LV cable+main connector+main connector+main connector+coolant tubing+coolant tubing+housing bottom+disconnect unit
6033,LV cable,1,white,6,LV cable+LV cable+main connector+main connector+main connector+coolant tubing+coolant tubing+housing bottom+disconnect unit
6034,LV cable,2,white,6,LV cable+LV cable+main connector+main connector+main connector+coolant tubing+coolant tubing+housing bottom+disconnect unit
6035,coolant tubing,1,to outlet 1,6,LV cable+LV cable+main connector+main connector+main connector+coolant tubing+coolant tubing+housing bottom+disconnect unit
6036,coolant tubing,2,to outlet 2,6,LV cable+LV cable+main connector+main connector+main connector+coolant tubing+coolant tubing+housing bottom+disconnect unit
6037,coolant tubing,3,connecting modules on cell management unit side to coolant tubing 1,6,coolant tubing+busbar+wire harness+coolant tubing+module+module+module+disconnect unit+coolant tubing+LV cable+LV cable+main connector+main connector
6038,coolant tubing,4,connecting modules on HV side to coolant tubing 2,6,coolant tubing+busbar+wire harness+coolant tubing+module+module+module+disconnect unit+LV cable+LV cable+main connector+main connector
6039,module,1,small,6,coolant tubing+busbar+wire harness+module+module+module+disconnect unit+LV cable+LV cable+main connector+main connector
6040,module,2,large-middle,6,coolant tubing+busbar+wire harness+module+module+disconnect unit+LV cable+LV cable+main connector+main connector+insulation cap
6041,module,3,large-side,6,coolant tubing+busbar+wire harness+module+disconnect unit+LV cable+LV cable+main connector+main connector+insulation cap+housing bottom
7000,housing cover,,,7,housing cover
7001,housing bottom,,,7,main connector+HV cable+HV cable+housing bottom
7002,insulation rubber,,,7,insulation rubber+module+module+module+module+BMS frame+BMS+HV cable+HV cable+HV cable+HV cable+HV cable+HV cable+wire harness
7003,HV cable,1,,7,HV cable+HV cable+HV cable+HV cable+HV cable+wire harness+BMS frame+BMS+module frame+housing bottom+disconnect unit
7004,HV cable,2,,7,HV cable+HV cable+HV cable+HV cable+main connector+housing bottom
7005,HV cable,3,,7,HV cable+BMS frame+HV cable+HV cable+HV cable+HV cable+HV cable+BMS+module+module+module+module+wire harness
7006,HV cable,4,,7,main connector+housing bottom+HV cable+HV cable+HV cable
7007,HV cable,5,,7,HV cable+HV cable+HV cable+wire harness+HV cable+HV cable+module+main connector+housing bottom
7008,HV cable,6,,7,HV cable+HV cable+HV cable+HV cable+wire harness+BMS frame+BMS+module frame+housing bottom+disconnect unit
7009,HV cable,7,,7,HV cable+HV cable+main connector+housing bottom
7010,HV cable,8,,7,HV cable+HV cable+main connector+housing bottom
7011,module,1,,7,HV cable+BMS frame+HV cable+HV cable+HV cable+HV cable+BMS+wire harness+module+module+module+module
7012,module,2,,7,HV cable+BMS frame+HV cable+HV cable+HV cable+HV cable+BMS+wire harness+module+module+module
7013,module,3,,7,module+module+HV cable+BMS frame+HV cable+HV cable+HV cable+HV cable+BMS+wire harness
7014,module,4,,7,main connector+module+HV cable+HV cable+wire harness+HV cable+HV cable+housing bottom
7015,module,5,,7,module+HV cable+BMS frame+HV cable+HV cable+HV cable+HV cable+BMS+wire harness+housing bottom
7016,BMS,,,7,HV cable+HV cable+HV cable+BMS+wire harness+BMS frame+disconnect unit+module frame+housing bottom
7017,BMS frame,,,7,wire harness+BMS frame+HV cable+HV cable+HV cable+HV cable+HV cable+BMS+module frame+housing bottom
7018,wire harness,,,7,main connector+HV cable+HV cable+wire harness+HV cable+HV cable+housing bottom
