id,class,part_no,details,battery_id,visible_parts
1084,busbar,7,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+vent tubing+insulation cap+busbar+insulation cap+insulation cap+insulation cap+BMS module+BMS module+insulation cap+insulation cap+insulation cap+BMS module+insulation cap+vent tubing+insulation cap+insulation cap+insulation cap+insulation cap+BMS module+busbar+busbar+BMS module+module+module+module+module+service disconnect+module+module+module+module+module+module+module+module+module+module+module+module+module+module+disconnect unit
1085,busbar,8,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+vent tubing+insulation cap+busbar+insulation cap+insulation cap+insulation cap+BMS module+BMS module+insulation cap+insulation cap+insulation cap+BMS module+insulation cap+vent tubing+insulation cap+insulation cap+insulation cap+insulation cap+BMS module+busbar+busbar+BMS module+module+module+module+module+service disconnect+module+module+module+module+module+module+module+module+module+module+module+module+module+module+disconnect unit
1086,busbar,9,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+vent tubing+insulation cap+busbar+insulation cap+insulation cap+insulation cap+BMS module+BMS module+insulation cap+insulation cap+insulation cap+BMS module+insulation cap+vent tubing+insulation cap+insulation cap+insulation cap+insulation cap+BMS module+busbar+busbar+BMS module+module+module+module+module+service disconnect+module+module+module+module+module+module+module+module+module+module+module+module+module+module+disconnect unit
1087,busbar,10,,1,busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+module+module+module+wire harness+module+module+module+module+module+module+module+module
1088,busbar,11,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+module+module+module+wire harness+module+module+module+module+module+module+module+module
1089,busbar,12,,1,busbar+busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+module+module+module+wire harness+module+module+module+module+module+module+module+module
1090,busbar,13,,1,busbar+busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+module+module+module+wire harness+module+module+module+module+module+module+module+module
1091,busbar,14,,1,disconnect unit+service disconnect+module+module+module+module+wire harness+module+module+module+module+module+module+module+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+vent tubing+insulation cap+busbar+insulation cap+insulation cap+insulation cap+BMS module+BMS module+insulation cap+insulation cap+insulation cap+BMS module+insulation cap+vent tubing+insulation cap+insulation cap+insulation cap+insulation cap+BMS module+busbar+BMS module+busbar+busbar
1092,busbar,15,,1,busbar+busbar+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+module+module+module+wire harness+module+module+module+module+module+module+module+module
1093,busbar,16,,1,busbar+disconnect unit+service disconnect+module+module+module+module+wire harness+module+module+module+module+module+module+module+busbar+busbar+busbar+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+vent tubing+insulation cap+busbar+insulation cap+insulation cap+insulation cap+BMS module+BMS module+insulation cap+insulation cap+insulation cap+BMS module+insulation cap+vent tubing+insulation cap+insulation cap+insulation cap+insulation cap+BMS module+busbar+BMS module+busbar+busbar
1094,busbar,17,,1,busbar+busbar+busbar+busbar+busbar+busbar+insulation cap+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+module+module+module+wire harness+module+module+module+module+module+module+module+module
1095,busbar,18,,1,busbar+busbar+busbar+disconnect unit+wire harness+module+module+module+module+housing bottom+module frame+module frame
1096,busbar,19,,1,busbar+busbar+disconnect unit+wire harness+module+module+module+module+housing bottom+module frame+module frame
1097,busbar,20,,1,busbar+disconnect unit+wire harness+module+module+module+module+housing bottom+module frame+module frame
1098,module frame,1,,1,housing bottom+module frame+module frame+disconnect unit
1099,module frame,2,,1,housing bottom+module frame+disconnect unit+module frame
2000,housing cover,,,2,housing cover
2001,housing bottom,,,2,coolant pump+disconnect unit+housing bottom
2002,service disconnect,,,2,module+module+module+module+coolant pump+module+service disconnect+module+busbar+busbar+busbar+busbar+disconnect unit cover+wire harness+wire harness+coolant tubing+coolant tubing+module frame+module frame+module frame+module frame
2003,coolant tubing,1,,2,module frame+module frame+module frame+module frame+coolant tubing+coolant tubing+module+module+module+module+module+module+wire harness+wire harness+disconnect unit+coolant pump
2004,coolant tubing,2,,2,module frame+module frame+module frame+module frame+coolant tubing+module+module+module+module+module+module+wire harness+wire harness+disconnect unit+coolant pump
2005,module,1,,2,wire harness+wire harness+module+module+module+module+coolant pump+module+disconnect unit+module
2006,module,2,,2,module+module+module+coolant pump+module+disconnect unit+module+wire harness+wire harness
2007,module,3,,2,module+module+coolant pump+module+disconnect unit+module+wire harness+wire harness
2008,module,4,,2,module+coolant pump+module+disconnect unit+module+wire harness+wire harness
2009,module,5,,2,coolant pump+module+disconnect unit+housing bottom+module+wire harness+wire harness
2010,module,6,,2,coolant pump+disconnect unit+housing bottom+module+wire harness+wire harness
2011,coolant pump,,,2,coolant pump+disconnect unit+housing bottom
2012,wire harness,1,,2,coolant pump+disconnect unit+housing bottom+wire harness+wire harness
2013,wire harness,2,,2,coolant pump+disconnect unit+housing bottom+wire harness
2016,disconnect unit,,,2,coolant pump+disconnect unit+housing bottom
2017,busbar,1,,2,module+module+module+module+coolant pump+module+module+wire harness+wire harness+disconnect unit+busbar+module frame+module frame+module frame+module frame+busbar+coolant tubing+coolant tubing
2018,busbar,2,,2,busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+service disconnect+disconnect unit cover+module+module+module+module+module+module+wire harness+wire harness+coolant tubing+coolant tubing+coolant pump
2019,busbar,3,,2,busbar+busbar+busbar+busbar+busbar+busbar+busbar+service disconnect+disconnect unit cover+module+module+module+module+module+module+wire harness+wire harness+coolant tubing+coolant tubing+coolant pump
2020,busbar,4,,2,busbar+busbar+busbar+busbar+service disconnect+disconnect unit cover+module+module+module+module+module+module+wire harness+wire harness+coolant tubing+coolant tubing+coolant pump+module frame+module frame+module frame+module frame
2021,busbar,5,,2,busbar+busbar+busbar+busbar+service disconnect+disconnect unit cover+module+module+module+module+module+module+wire harness+wire harness+coolant tubing+coolant tubing+coolant pump+module frame+module frame+module frame+module frame
2022,busbar,6,,2,busbar+busbar+busbar+busbar+busbar+busbar+service disconnect+disconnect unit cover+module+module+module+module+module+module+wire harness+wire harness+coolant tubing+coolant tubing+coolant pump
2023,busbar,7,,2,busbar+busbar+busbar+busbar+busbar+service disconnect+disconnect unit cover+module+module+module+module+module+module+wire harness+wire harness+coolant tubing+coolant tubing+coolant pump
2024,busbar,8,,2,module+module+module+module+coolant pump+module+module+wire harness+wire harness+disconnect unit+module frame+module frame+module frame+module frame+busbar+coolant tubing+coolant tubing
2025,module frame,1,,2,module frame+module frame+module frame+module frame+module+module+module+module+module+module+wire harness+wire harness+disconnect unit+coolant pump
2026,module frame,2,,2,module frame+module frame+module frame+module+module+module+module+module+module+wire harness+wire harness+disconnect unit+coolant pump
2027,module frame,3,,2,module frame+module frame+module frame+module+module+module+module+module+module+wire harness+wire harness+disconnect unit+coolant pump
2028,module frame,4,,2,module frame+module frame+module frame+module+module+module+module+module+module+wire harness+wire harness+disconnect unit+coolant pump
2029,module frame,5,,2,module frame+module frame+module+module+module+module+module+module+wire harness+wire harness+disconnect unit+coolant pump
2030,module frame,6,,2,module frame+module+module+module+module+module+module+wire harness+wire harness+disconnect unit+coolant pump
2031,module frame,7,,2,module frame+module+module+module+module+module+module+wire harness+wire harness+disconnect unit+coolant pump
2032,module frame,8,,2,module frame+module+module+module+module+module+module+wire harness+wire harness+disconnect unit+coolant pump
2033,disconnect unit cover,,,2,module+module+module+module+coolant pump+module+module+busbar+busbar+disconnect unit cover+wire harness+wire harness+coolant tubing+coolant tubing+module frame+module frame+module frame+module frame
3000,housing cover,,,3,housing cover
3001,cooling plate,,,3,cooling plate
3002,housing bottom,,,3,service disconnect+disconnect unit+housing bottom+main connector+main connector
3003,service disconnect,,,3,service disconnect+disconnect unit+housing bottom+main connector+main connector
3004,disconnect unit,,,3,service disconnect+disconnect unit+housing bottom+main connector+main connector
3005,main connector,1,,3,service disconnect+disconnect unit+housing bottom+main connector+main connector
3006,main connector,2,,3,service disconnect+disconnect unit+housing bottom+main connector+main connector
3007,BMS,,,3,BMS+disconnect unit+main connector+main connector+service disconnect+housing bottom
3008,wire harness,1,,3,BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+BMS+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3009,wire harness,2,,3,wire harness+wire harness+wire harness+wire harness+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3010,wire harness,3,,3,wire harness+wire harness+wire harness+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3011,wire harness,4,,3,wire harness+wire harness+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3012,wire harness,5,,3,wire harness+BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3013,wire harness,6,,3,BMS+BMS module+BMS module+BMS module+BMS module+BMS module+BMS module+wire harness+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3014,wire harness,7,,3,disconnect unit+main connector+main connector+service disconnect+BMS+wire harness+housing bottom
3015,busbar,1,,3,busbar+busbar+wire harness+wire harness+busbar+busbar+busbar+wire harness+busbar+busbar+wire harness+busbar+busbar+busbar+wire harness+wire harness+BMS+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3016,busbar,2,,3,busbar+wire harness+wire harness+busbar+busbar+busbar+wire harness+busbar+busbar+wire harness+busbar+busbar+busbar+wire harness+wire harness+BMS+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3017,busbar,3,,3,wire harness+wire harness+busbar+busbar+busbar+wire harness+busbar+busbar+wire harness+busbar+busbar+busbar+wire harness+wire harness+BMS+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3018,busbar,4,,3,wire harness+wire harness+busbar+busbar+wire harness+busbar+busbar+wire harness+busbar+busbar+busbar+busbar+wire harness+wire harness+BMS+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+busbar
3019,busbar,5,,3,wire harness+wire harness+busbar+wire harness+busbar+busbar+wire harness+busbar+busbar+busbar+busbar+wire harness+busbar+wire harness+BMS+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+busbar
3020,busbar,6,,3,wire harness+wire harness+wire harness+busbar+busbar+wire harness+busbar+busbar+busbar+wire harness+busbar+busbar+wire harness+BMS+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+busbar
3021,busbar,7,,3,wire harness+wire harness+wire harness+busbar+wire harness+busbar+busbar+busbar+busbar+wire harness+busbar+busbar+wire harness+BMS+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3022,busbar,8,,3,wire harness+wire harness+wire harness+wire harness+busbar+busbar+busbar+busbar+wire harness+busbar+busbar+wire harness+busbar+BMS+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+busbar
3023,busbar,9,,3,wire harness+wire harness+wire harness+wire harness+busbar+busbar+busbar+wire harness+busbar+busbar+wire harness+busbar+busbar+BMS+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+busbar
3024,busbar,10,,3,wire harness+wire harness+wire harness+wire harness+busbar+busbar+wire harness+busbar+busbar+wire harness+busbar+busbar+busbar+BMS+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3025,busbar,11,,3,wire harness+wire harness+wire harness+wire harness+busbar+wire harness+busbar+busbar+wire harness+busbar+busbar+busbar+BMS+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+busbar
3026,busbar,12,,3,wire harness+wire harness+wire harness+wire harness+wire harness+busbar+busbar+wire harness+busbar+busbar+busbar+busbar+BMS+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+busbar
3027,busbar,13,,3,wire harness+wire harness+wire harness+wire harness+wire harness+busbar+wire harness+busbar+busbar+busbar+busbar+busbar+BMS+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+busbar
3028,busbar,14,,3,wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+busbar+busbar+busbar+busbar+busbar+busbar+BMS+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3029,busbar,15,,3,wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+busbar+busbar+busbar+busbar+busbar+BMS+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3030,busbar,16,,3,wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+busbar+busbar+busbar+busbar+BMS+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3031,busbar,17,,3,wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+busbar+busbar+busbar+busbar+BMS+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+busbar
3032,busbar,18,,3,wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+busbar+busbar+busbar+busbar+BMS+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3033,busbar,19,,3,wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+busbar+busbar+busbar+busbar+BMS+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3034,busbar,20,,3,wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+busbar+busbar+busbar+BMS+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+busbar
3035,busbar,21,,3,wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+busbar+busbar+busbar+BMS+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+busbar
3036,busbar,22,,3,wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+busbar+busbar+busbar+BMS+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3037,busbar,23,,3,wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+busbar+busbar+BMS+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3038,busbar,24,,3,wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+busbar+BMS+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+busbar
3039,busbar,25,,3,wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+BMS+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+busbar
3040,busbar,26,,3,wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+BMS+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+busbar
3041,busbar,27,,3,wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+BMS+busbar+busbar+insulation cap+insulation cap+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3042,busbar,28,,3,wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+BMS+busbar+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3043,HV cable,1,,3,busbar+insulation cap+insulation cap+busbar+wire harness+insulation cap+wire harness+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+busbar+busbar+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+HV cable+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+BMS+HV cable+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3044,HV cable,2,,3,busbar+insulation cap+insulation cap+busbar+wire harness+insulation cap+wire harness+busbar+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+busbar+busbar+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+busbar+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+busbar+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+wire harness+insulation cap+insulation cap+insulation cap+BMS+HV cable+disconnect unit+main connector+main connector+service disconnect+wire harness+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3045,service disconnect cover,,,3,HV cable+HV cable+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+service disconnect cover+BMS+wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+disconnect unit+main connector+main connector+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
3046,insulation cap,1,,3,HV cable+HV cable+wire harness+disconnect unit+main connector+main connector+service disconnect+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+busbar+wire harness+wire harness+wire harness+wire harness+wire harness+wire harness+BMS+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+insulation cap+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module+module
